,SalePrice
214,232558.86605072021
215,232023.7801437378
216,238238.1320953369
217,419696.42903900146
218,378075.0527420044
219,316763.47271728516
220,265728.950592041
221,342552.1121902466
222,205535.97325134277
223,179334.41077423096
224,187931.75914764404
225,166054.4861984253
226,184981.0993423462
227,199905.9165649414
228,196344.33403015137
229,203800.6838684082
230,193907.0699081421
231,251046.47602844238
232,192215.054397583
233,176743.54808044434
234,164518.75317382812
235,264584.9369812012
236,155859.25329589844
237,338311.1585083008
238,332107.0134048462
239,286200.2272491455
240,297423.8111419678
241,231305.78911590576
242,238041.35919189453
243,271585.7946624756
244,268628.4443511963
245,347299.8740615845
246,228563.31958007812
247,214213.10041809082
248,245587.7234954834
249,226733.54734802246
250,271747.24057769775
251,260075.06398773193
252,264634.0754852295
253,220896.63174438477
254,217879.30959320068
255,187360.85469055176
256,188093.41722869873
257,149459.1894378662
258,242665.3395690918
259,239526.45875549316
260,166140.62871551514
261,137101.91654968262
262,160933.27003479004
263,209938.26012420654
264,236843.30809783936
265,191993.33235168457
266,162181.17669677734
267,179079.2901763916
268,170355.69132232666
269,138098.9047241211
270,125377.14119720459
271,113895.0505065918
272,101136.10736846924
273,114852.15036773682
274,122937.52627563477
275,92670.91338348389
276,268981.21407318115
277,285379.54235839844
278,218863.87712097168
279,215458.19387817383
280,192117.69735717773
281,181801.4699859619
282,186005.74459838867
283,305692.44985198975
284,238284.9974899292
285,176720.93256378174
286,213690.75579071045
287,201048.8422241211
288,154683.1453781128
289,119015.58612823486
290,246218.9443511963
291,102953.02587890625
292,155521.4440460205
293,190095.20569610596
294,178564.77237701416
295,128860.19302368164
296,117976.90019226074
297,147819.1810760498
298,171911.33211517334
299,177186.35846710205
300,159293.91857147217
301,167063.6778793335
302,217448.97647857666
303,113739.24088287354
304,164088.3440170288
305,183636.88285827637
306,207739.4374923706
307,143612.0894393921
308,159040.3776550293
309,164809.70321655273
310,127482.89719390869
311,139611.614402771
312,113811.32710266113
313,151156.4395751953
314,147052.55947875977
315,146822.92673492432
316,92006.81845092773
317,156420.8366394043
318,137912.02883911133
319,164277.24896240234
320,128978.76301574707
321,61978.90426635742
322,139412.21324920654
323,105972.42576599121
324,137856.89553070068
325,140165.47282409668
326,165447.65920257568
327,20229.804725646973
328,107451.33052062988
329,75039.01821136475
330,171560.94760131836
331,151828.01963043213
332,119003.05620574951
333,171450.38376617432
334,140196.5078201294
335,155143.50539398193
336,117730.18983459473
337,127951.41919708252
338,101256.38624572754
339,142459.31797790527
340,113640.82154083252
341,119613.91680908203
342,146620.47159576416
343,128912.36067962646
344,137484.89253234863
345,120575.7300567627
346,158671.4895248413
347,145741.08837890625
348,147608.40619659424
349,152489.04356384277
350,80645.75869750977
351,98633.62747192383
352,126067.10414123535
353,85418.53355407715
354,30439.954696655273
355,88806.51806640625
356,129640.41554260254
357,161655.56558990479
358,116164.34735107422
359,48874.58085632324
360,89994.02095031738
361,152316.6936569214
362,40894.08666229248
363,156141.07066345215
364,142102.15803527832
365,111153.14309692383
366,104441.04508972168
367,152882.19738006592
368,138559.45278167725
369,153918.04509735107
370,149593.17665100098
371,61099.64335632324
372,153171.09609222412
373,108339.21961212158
374,117197.52089691162
375,117019.46418762207
376,123357.30212402344
377,122493.69884490967
378,52035.755462646484
379,162472.6958770752
380,153829.19343566895
381,94323.71740722656
382,138907.81637573242
383,170373.25493621826
384,152006.80020141602
385,160294.9257888794
386,179856.0941772461
387,19961.64276123047
388,105458.13397216797
389,123090.31425476074
390,164951.35918426514
391,132746.99472808838
392,127302.4313659668
393,158922.63327026367
394,181491.85636138916
395,227891.9570159912
396,122314.70349121094
397,125754.16482543945
398,108726.04731750488
399,155931.80284118652
400,107766.37449645996
401,262591.6911621094
402,244713.66273498535
403,244793.87768554688
404,336287.810256958
405,304887.057762146
406,210823.25690460205
407,273242.12312316895
408,210655.20028686523
409,217712.41860961914
410,263316.8910369873
411,192635.16004943848
412,250843.11380004883
413,127961.1396484375
414,181304.83670043945
415,194287.42305755615
416,206830.5941543579
417,209914.90841674805
418,137730.30013275146
419,114305.90444946289
420,238027.12673187256
421,239609.17961883545
422,185009.91701507568
423,199843.63361358643
424,241502.53555297852
425,285536.9938583374
426,225530.1317062378
427,249241.08267974854
428,187290.1165084839
429,111566.36739349365
430,134703.59482574463
431,90072.98097991943
432,126256.48791503906
433,127765.45770263672
434,152442.7352142334
435,124846.99060058594
436,133138.88636779785
437,97166.38156890869
438,176692.93170166016
439,155363.56777191162
440,191467.41143798828
441,172313.41326904297
442,216133.64420318604
443,154436.32023620605
444,204999.96488952637
445,129183.28204345703
446,226106.2135925293
447,80409.04080200195
448,132546.77099609375
449,102943.50465393066
450,235374.32691955566
451,308477.3090515137
452,158255.04614257812
453,48459.15412902832
454,325362.36306762695
455,57038.93601989746
456,252178.85104370117
457,124844.59078979492
458,169772.80227661133
459,166753.9751815796
460,340008.1923599243
461,315060.13526916504
462,250870.8836593628
463,238022.13585662842
464,208541.9694290161
465,344254.6470565796
466,134814.31280517578
467,171396.8533706665
468,120628.45779418945
469,132486.68841552734
470,130291.68295288086
471,138788.8860168457
472,195042.4292755127
473,166550.58852386475
474,173886.78811645508
475,206714.6072769165
476,186352.41609954834
477,184988.62746429443
478,279825.4966125488
479,209590.41500854492
480,163654.46936798096
481,184361.0852203369
482,254017.06107330322
483,369981.620552063
484,390120.8644256592
485,123937.46417999268
486,304956.73779296875
487,172175.7945098877
488,245932.14501190186
489,184374.81672668457
490,257924.25151062012
491,230902.0764312744
492,194519.00883483887
493,190873.65898132324
494,143467.7197265625
495,255478.1303024292
496,147347.16076660156
497,249574.25646209717
498,145944.08241271973
499,104270.10033416748
500,129406.8759765625
501,86789.7307434082
502,92774.39128112793
503,99607.01005554199
504,130227.07028961182
505,114906.56385803223
506,317924.48307800293
507,387138.79724121094
508,376018.2614593506
509,389810.93589782715
510,416652.94302368164
511,361672.5389099121
512,318528.19428253174
513,331296.98152160645
514,444905.78397369385
515,290490.31352233887
516,340645.213142395
517,356043.64153289795
518,312185.63399505615
519,222594.66674041748
520,320113.88816833496
521,238558.53385162354
522,230596.92878723145
523,198590.7212524414
524,228252.53520202637
525,204988.95100402832
526,217647.16827392578
527,182499.26065063477
528,200035.58975219727
529,209871.8452987671
530,249559.87413787842
531,216505.7601776123
532,174020.5054473877
533,215071.84524536133
534,176611.76165771484
535,285519.1360549927
536,331444.1905288696
537,313556.44773864746
538,314815.1142578125
539,317874.69316864014
540,321213.3845214844
541,254188.73247528076
542,267160.7737503052
543,299612.64453125
544,245446.21504974365
545,229641.3350982666
546,248041.8507232666
547,245850.38319396973
548,210476.80278015137
549,199446.53385925293
550,150650.6496810913
551,182568.99276733398
552,188578.35275268555
553,199899.17991638184
554,233813.78731536865
555,200037.73677825928
556,205842.87131500244
557,108946.14043426514
558,124860.42421722412
559,85429.0834274292
560,108169.49704742432
561,203043.67211914062
562,147028.42029571533
563,317041.3588409424
564,357560.5305252075
565,171080.62253570557
566,168728.10263824463
567,153037.7038345337
568,161776.61462402344
569,243637.67547607422
570,221478.61839294434
571,232141.80058288574
572,228322.47023010254
573,176347.51084899902
574,209841.4884109497
575,203601.97245788574
576,212110.7218017578
577,288839.9367752075
578,257971.41081237793
579,285550.4600601196
580,290347.850189209
581,211151.84554290771
582,164249.6040649414
583,171397.03453826904
584,199725.73755645752
585,137655.07609558105
586,128481.93389892578
587,141906.34507751465
588,129830.25353240967
589,167707.9375
590,103770.23068237305
591,116886.21781921387
592,146440.45418548584
593,68469.07899475098
594,159794.61882019043
595,155077.1845779419
596,111414.96086883545
597,219210.37311553955
598,136551.65187072754
599,175906.99002838135
600,160263.4384918213
601,123830.55633544922
602,124614.53536224365
603,137970.4408569336
604,132731.72553253174
605,172104.86597442627
606,108970.621925354
607,140946.7469177246
608,84064.50950622559
609,103009.68690490723
610,83312.22518157959
611,138440.61688232422
612,124717.09547424316
613,161931.76525115967
614,160451.85194396973
615,105276.40446472168
616,164511.28102874756
617,119167.76484680176
618,131048.49977111816
619,94468.28910827637
620,115056.83589172363
621,137197.22910308838
622,156698.64540100098
623,87472.99978637695
624,95872.79704284668
625,114998.90270996094
626,113921.1402130127
627,91599.88748168945
628,54764.265686035156
629,135068.33129882812
630,112991.2186126709
631,128880.24591827393
632,139656.0936279297
633,132830.00094604492
634,146717.0357284546
635,80139.25900268555
636,85972.62377929688
637,148958.43640899658
638,11335.484741210938
639,67930.82176971436
640,118392.7836151123
641,120308.51989746094
642,103666.09516143799
643,155592.50327301025
644,148162.77438354492
645,33952.45372009277
646,193765.31118011475
647,114940.7706375122
648,111555.91865539551
649,132120.43019104004
650,152969.64013671875
651,148551.6591949463
652,125626.73156738281
653,118918.77085113525
654,179662.9736404419
655,127091.14770507812
656,137655.79120635986
657,149622.60138702393
658,101968.30458068848
659,95811.24189758301
660,84076.28935241699
661,117251.75323486328
662,72766.63246917725
663,170683.70574951172
664,138998.39631652832
665,170015.54971313477
666,160268.6396560669
667,140712.4213104248
668,83770.47704315186
669,138615.7448577881
670,127998.30326080322
671,128302.75662231445
672,125416.6808013916
673,121325.97166442871
674,79627.36547088623
675,86782.48461151123
676,107452.27996826172
677,152018.75341796875
678,133896.58293151855
679,141498.02613830566
680,179234.70151519775
681,132715.9021987915
682,148646.0793762207
683,115422.59440612793
684,133835.59003448486
685,179477.69049835205
686,138036.10166931152
687,150152.89517974854
688,151348.68240356445
689,246429.7671508789
690,102410.51870727539
691,181815.1413421631
692,181075.21450042725
693,101929.32432556152
694,136226.10501861572
695,243955.67503356934
696,232139.0775527954
697,251291.85082244873
698,234835.88494873047
699,204688.58669281006
700,222946.89143371582
701,317442.4291687012
702,313700.166053772
703,254410.9592437744
704,213402.43174743652
705,146786.74449157715
706,225955.43713378906
707,187066.2425918579
708,199373.21796417236
709,214909.03199768066
710,156437.18782806396
711,140990.84867095947
712,173370.08224487305
713,221348.24098205566
714,275010.36918640137
715,306057.94078063965
716,241128.7678604126
717,213398.74891662598
718,132280.98559570312
719,209204.11260986328
720,198912.53774261475
721,218122.62535858154
722,198978.6406326294
723,121120.25094604492
724,148299.91078948975
725,151312.4281692505
726,143903.6417541504
727,154755.9793701172
728,263521.4256286621
729,72103.66990661621
730,74845.34887695312
731,91347.47179412842
732,121583.84155273438
733,109492.7661743164
734,106431.52545166016
735,102445.60154724121
736,126819.32302856445
737,149975.54219818115
738,171276.78604888916
739,152382.82582092285
740,160191.73640441895
741,198539.0813369751
742,153999.6791229248
743,197562.86311340332
744,134555.1051864624
745,158045.4182357788
746,220473.07572174072
747,240266.62050628662
748,247713.7202987671
749,111948.7085723877
750,113576.77927398682
751,97453.33268737793
752,119020.94094085693
753,142531.71237945557
754,96403.7244644165
755,156122.09605407715
756,-12699.174240112305
757,57458.511085510254
758,27366.345108032227
759,34989.574279785156
760,324578.73920440674
761,298986.1759338379
762,272317.824760437
763,201020.9714202881
764,114864.89505767822
765,180281.06979370117
766,194811.69171142578
767,282675.32722473145
768,258127.79502105713
769,157016.33164215088
770,224061.37522125244
771,172292.19078063965
772,211275.52306365967
773,251783.15314483643
774,232120.5784072876
775,248073.37149047852
776,275642.1099243164
777,200779.7816543579
778,99302.86835479736
779,141481.10857391357
780,160220.79307556152
781,119368.0337677002
782,136798.85232543945
783,114018.0652999878
784,130199.54583740234
785,154619.64736175537
786,111266.3560333252
787,106068.83729553223
788,107572.05380249023
789,115677.1785736084
790,128491.0295715332
791,176503.0033569336
792,164337.17720031738
793,189465.18419647217
794,182358.6933746338
795,175280.59690856934
796,179810.16192626953
797,150667.45666503906
798,167865.10529327393
799,145327.1954498291
800,237862.67282104492
801,257009.50825500488
802,359986.8180541992
803,408017.4222717285
804,168555.84103393555
805,308467.4583053589
806,367587.81533813477
807,411413.2002334595
808,157520.20500946045
809,207049.7964630127
810,209293.01458740234
811,217909.232131958
812,161688.19804382324
813,183276.66090393066
814,151073.49718475342
815,200149.91387939453
816,165241.26420593262
817,147020.2890472412
818,119262.32534790039
819,99953.71841430664
820,154689.74881744385
821,177110.2219696045
822,101750.87204742432
823,115323.57469177246
824,114527.91109466553
825,118417.15357971191
826,374987.1651763916
827,306336.2017364502
828,356279.3256530762
829,419504.07543182373
830,346318.82189941406
831,398274.431892395
832,412309.7498703003
833,375968.92990112305
834,419744.83364105225
835,299568.79190826416
836,376630.7943572998
837,364460.603225708
838,334391.72260284424
839,324097.9035720825
840,341664.7214050293
841,272993.1694030762
842,270204.87911987305
843,288113.93923950195
844,241973.77000427246
845,228216.2789993286
846,235953.08250427246
847,237022.94074249268
848,289719.5008544922
849,243409.10021209717
850,220060.07231140137
851,187454.12116241455
852,177423.24965667725
853,176676.84381103516
854,193894.6290512085
855,210849.47259521484
856,196675.10485839844
857,193103.0037536621
858,188733.16722106934
859,175684.773147583
860,238166.4287185669
861,203796.78199768066
862,214220.89567565918
863,203589.02083587646
864,224530.25593566895
865,193725.12355041504
866,198885.93536376953
867,221480.66495513916
868,183833.43766021729
869,169804.95039367676
870,345433.54877471924
871,371853.78648376465
872,319191.62886047363
873,294185.58073425293
874,311750.45153045654
875,307389.7974319458
876,206433.30771636963
877,254349.19367218018
878,242800.2099609375
879,358515.55905914307
880,227639.50121307373
881,247105.7021636963
882,245621.81353759766
883,225452.7741394043
884,246180.2412261963
885,224222.1273880005
886,213425.61237335205
887,255997.31776428223
888,219500.29766845703
889,307047.60581207275
890,277545.8746032715
891,249998.76206207275
892,254540.73028564453
893,153703.2089691162
894,159209.01514434814
895,164864.79873657227
896,188131.97972106934
897,218483.2233581543
898,106656.77719116211
899,116219.24848175049
900,142919.01155090332
901,254208.3257369995
902,140675.2660369873
903,181331.837600708
904,200032.9991455078
905,188442.9250869751
906,210328.35250854492
907,209743.8138885498
908,211507.1266860962
909,162636.48613739014
910,169651.6155090332
911,206559.92945861816
912,290494.2817001343
913,285993.8664779663
914,249695.6587677002
915,283631.0788116455
916,324050.76288604736
917,143503.4293899536
918,192760.97749328613
919,138924.23895263672
920,175618.4786605835
921,209688.88834381104
922,193220.78121185303
923,235355.28900146484
924,163056.15139770508
925,127856.98541259766
926,138546.86289978027
927,107993.03963470459
928,145170.18433380127
929,169072.58227539062
930,144933.01874542236
931,120120.63569641113
932,167696.02684020996
933,145785.36975097656
934,187427.01513671875
935,136494.4147720337
936,219604.8809967041
937,110004.55947875977
938,57492.29488372803
939,37534.73710632324
940,113220.33760070801
941,147945.63554382324
942,132427.5454864502
943,156222.59115600586
944,156677.10192871094
945,133872.3165359497
946,104574.06838989258
947,150135.12281036377
948,116371.75833892822
949,163673.5157623291
950,108429.15341186523
951,161060.62134552002
952,133667.96953582764
953,163274.0382080078
954,133585.85317993164
955,137091.9745941162
956,134142.80099487305
957,131619.44371795654
958,113076.14781188965
959,119492.2473526001
960,180554.54875183105
961,110995.54507446289
962,134761.67129516602
963,145172.44885253906
964,198358.11303710938
965,134651.51374816895
966,160355.3244781494
967,183556.54161834717
968,99258.60080718994
969,119471.71511077881
970,106049.99501800537
971,158418.1349182129
972,157310.42292785645
973,152191.38621520996
974,161727.91158294678
975,102541.55638122559
976,98227.77397155762
977,105912.81941986084
978,99260.96759033203
979,120657.9787902832
980,95051.9958190918
981,86090.73127746582
982,139039.1414718628
983,141501.22869873047
984,91978.97240447998
985,155208.97315979004
986,199597.07021331787
987,147863.29248809814
988,111858.14127349854
989,163927.89865112305
990,136002.48474884033
991,186701.87212371826
992,87082.46347808838
993,117103.7966003418
994,128744.39739990234
995,134078.5422592163
996,138265.78355407715
997,150320.09070587158
998,109661.76138305664
999,154905.54822540283
1000,134107.80354309082
1001,130992.76663208008
1002,155281.78791046143
1003,169330.25332641602
1004,131430.51676940918
1005,110553.02744293213
1006,127398.27456665039
1007,109315.34208679199
1008,97342.82113647461
1009,196261.50888061523
1010,204633.21285247803
1011,177531.47814941406
1012,95225.08047485352
1013,44976.49954223633
1014,187813.03741455078
1015,98839.67543029785
1016,127384.0392074585
1017,157068.8085784912
1018,102886.30302429199
1019,172227.9504852295
1020,132523.94480895996
1021,110466.95676422119
1022,106913.47116851807
1023,124711.52825927734
1024,121289.23386383057
1025,156115.27680969238
1026,188551.0666656494
1027,162440.904006958
1028,161429.78630828857
1029,140708.28037261963
1030,73410.176902771
1031,205419.30194091797
1032,181745.4641494751
1033,150910.7133102417
1034,75730.23415374756
1035,250486.25442504883
1036,153095.15786743164
1037,103139.20890045166
1038,85490.10987091064
1039,94776.9294128418
1040,128367.4707107544
1041,139185.46109771729
1042,91371.04529571533
1043,174125.3196182251
1044,230980.63594055176
1045,242471.1725921631
1046,275463.6293640137
1047,241205.76821136475
1048,215919.40592193604
1049,209991.78100585938
1050,174844.82735443115
1051,221135.8334350586
1052,228524.1813659668
1053,295347.8520126343
1054,159665.0855102539
1055,176105.16581726074
1056,141966.8532485962
1057,158502.14347839355
1058,264464.0549316406
1059,224152.28356933594
1060,189199.91989135742
1061,225022.0023880005
1062,113416.5387802124
1063,145127.76328277588
1064,148642.0783920288
1065,170351.43143463135
1066,136889.8737640381
1067,124170.2762298584
1068,138982.12130737305
1069,121662.74452209473
1070,254178.15921783447
1071,220323.59329223633
1072,193147.23169708252
1073,261412.81384277344
1074,265410.59046173096
1075,230376.26766204834
1076,272449.002494812
1077,190374.8808441162
1078,190160.28981781006
1079,196884.2131729126
1080,184396.1101989746
1081,176138.80989074707
1082,130274.49505615234
1083,104845.46047973633
1084,150550.13919830322
1085,114908.70243835449
1086,130085.14716339111
1087,147675.9577178955
1088,157319.15766906738
1089,443342.9256591797
1090,147961.30739593506
1091,101901.7748260498
1092,49293.468017578125
1093,89034.49454498291
1094,95979.22296905518
1095,85322.03987121582
1096,98508.65976715088
1097,173429.69137573242
1098,167121.43395233154
1099,163114.72519683838
1100,152562.43336486816
1101,164088.03078460693
1102,143260.99662780762
1103,204208.15421295166
1104,172425.10931396484
1105,187095.82681274414
1106,145867.5885772705
1107,212629.12830352783
1108,243253.08904266357
1109,104750.2149887085
1110,210754.67126464844
1111,143120.69660186768
1112,226735.05460357666
1113,313015.8199157715
1114,138817.218460083
1115,141373.96505737305
1116,170198.84091186523
1117,67031.14099884033
1118,23701.309051513672
1119,103452.27642822266
1120,115860.62452697754
1121,148159.9713973999
1122,302480.77459716797
1123,191472.32553863525
1124,202908.60577392578
1125,228249.2760772705
1126,191388.90857696533
1127,110357.75518798828
1128,144770.43630981445
1129,190985.09370422363
1130,238689.7333831787
1131,221145.74472808838
1132,265485.6940689087
1133,187131.13731384277
1134,209262.54419708252
1135,271746.0821914673
1136,189807.57609558105
1137,287824.80029296875
1138,323089.52725219727
1139,191338.63149261475
1140,128943.38607025146
1141,67264.30670166016
1142,100138.63607788086
1143,84358.04348754883
1144,62524.97400665283
1145,155035.83205413818
1146,196888.80543518066
1147,190025.95068359375
1148,166821.0032043457
1149,113165.80934143066
1150,144562.5150756836
1151,167489.8258895874
1152,122888.10696411133
1153,109781.17699432373
1154,161875.67724609375
1155,160155.2819442749
1156,184565.57947540283
1157,246921.4454574585
1158,190022.13845062256
1159,167031.26750183105
1160,170467.70483398438
1161,173566.7449798584
1162,229245.5405883789
1163,299682.32246398926
1164,296230.80989074707
1165,164745.65979766846
1166,163175.79054260254
1167,435242.4235229492
1168,442781.7099990845
1169,387923.55963134766
1170,406257.31371307373
1171,387924.3004989624
1172,315895.28468322754
1173,400428.490234375
1174,148141.07152557373
1175,154954.29649353027
1176,193010.3243560791
1177,269128.8553543091
1178,193677.68396759033
1179,138278.34006500244
1180,91871.6346359253
1181,171957.99976348877
1182,90761.89175415039
1183,123619.24172973633
1184,94982.89100646973
1185,81935.29623413086
1186,93019.7100982666
1187,131550.98014831543
1188,155486.89138793945
1189,94229.01357269287
1190,141219.54015350342
1191,365626.83338165283
1192,277505.84365844727
1193,290450.5801086426
1194,387432.1589202881
1195,341679.61278533936
1196,356444.47023773193
1197,334480.17138671875
1198,338945.2336959839
1199,372756.4613952637
1200,361579.09062194824
1201,371299.5861053467
1202,312285.82611083984
1203,285627.88648986816
1204,322289.75525665283
1205,291982.8363647461
1206,193077.05878448486
1207,188728.47997283936
1208,200908.99349212646
1209,262649.2278213501
1210,193067.6819152832
1211,197598.1584701538
1212,191444.50118255615
1213,195774.18654632568
1214,192234.22400665283
1215,199230.36907958984
1216,191042.61980438232
1217,225873.33963012695
1218,297999.4119949341
1219,314748.7512359619
1220,358903.1444015503
1221,318574.3607788086
1222,421863.503616333
1223,342452.8525772095
1224,335001.90729522705
1225,277424.65489959717
1226,292000.0142440796
1227,226563.2191772461
1228,221710.89347839355
1229,329435.46995544434
1230,204265.9891281128
1231,155486.5173110962
1232,213974.06003570557
1233,159915.0949859619
1234,198684.6269607544
1235,188247.10411834717
1236,170653.95666503906
1237,211482.95805358887
1238,165437.38124847412
1239,151366.34525299072
1240,151556.7056427002
1241,111712.54587554932
1242,115381.45690917969
1243,155236.98582458496
1244,104102.21552276611
1245,83275.33949279785
1246,110931.20099639893
1247,135236.9550704956
1248,112606.36940002441
1249,123330.7798538208
1250,315307.1869812012
1251,383876.8739852905
1252,162776.7138519287
1253,147417.58541107178
1254,178772.31594848633
1255,132926.9225540161
1256,220811.3042602539
1257,222298.37368774414
1258,141123.59995269775
1259,171783.1124343872
1260,120115.31505584717
1261,167699.20309448242
1262,146928.07920837402
1263,128394.5802154541
1264,120977.62509155273
1265,123416.002784729
1266,178072.5869140625
1267,195255.02053070068
1268,140244.3927078247
1269,147348.98447418213
1270,116391.34845733643
1271,147261.5443496704
1272,152964.14113616943
1273,144980.5295715332
1274,140635.8663635254
1275,141004.05572509766
1276,110916.23360443115
1277,120755.43323516846
1278,137297.7244720459
1279,130579.50375366211
1280,143323.27753448486
1281,161718.1250152588
1282,165383.5588684082
1283,155467.5615158081
1284,146906.18181610107
1285,132263.88385772705
1286,181053.0470123291
1287,121542.69467926025
1288,135856.18421173096
1289,124095.88833618164
1290,136337.0256881714
1291,218245.72775268555
1292,156863.61246490479
1293,177206.4541015625
1294,132323.58238983154
1295,85469.8165435791
1296,70188.48410797119
1297,43703.40677642822
1298,159026.7191619873
1299,116419.59099578857
1300,130898.61727905273
1301,136307.9947052002
1302,172627.89516448975
1303,167481.8485031128
1304,264260.8228149414
1305,131551.89344787598
1306,97026.65841674805
1307,143280.3661956787
1308,144889.23804473877
1309,131107.45709991455
1310,92030.37287902832
1311,101612.14046478271
1312,176649.26848602295
1313,154497.70072937012
1314,131358.4394454956
1315,156728.88333892822
1316,152951.8793182373
1317,95399.95279693604
1318,122943.47860717773
1319,108941.37962341309
1320,86564.30714416504
1321,96768.02969360352
1322,114817.01133728027
1323,118453.45254516602
1324,143678.0365600586
1325,31353.25651550293
1326,118564.96716308594
1327,67009.35317993164
1328,150629.06838226318
1329,107226.70252227783
1330,116239.7963104248
1331,46828.170501708984
1332,151211.4241256714
1333,125301.30169677734
1334,127025.84483337402
1335,104895.45182800293
1336,196954.42471313477
1337,115668.1456451416
1338,81448.51345062256
1339,86120.27226257324
1340,113171.44172668457
1341,137352.91635894775
1342,151321.78178405762
1343,142883.0354309082
1344,103076.53903198242
1345,68460.10285186768
1346,150841.48265838623
1347,159019.0165939331
1348,110968.79713439941
1349,124345.07619476318
1350,164915.39353179932
1351,168208.80644226074
1352,148486.35080718994
1353,144168.8180999756
1354,92290.13177490234
1355,207128.5961303711
1356,151334.61681365967
1357,120197.0189743042
1358,186612.13453674316
1359,148100.2868347168
1360,106863.80046081543
1361,180321.0270614624
1362,251445.86585235596
1363,166886.7151412964
1364,148354.821723938
