,SalePrice
289,120987.2734375
290,242716.046875
291,118073.484375
292,149430.984375
293,203735.1875
294,158468.328125
295,131085.59375
296,117044.578125
297,145939.03125
298,166482.796875
299,171225.9375
300,143678.953125
301,188647.953125
302,193373.0
303,119343.828125
304,169422.578125
305,183373.109375
306,206568.25
307,145617.25
308,184402.65625
309,155812.484375
310,127822.640625
311,144283.078125
312,138257.90625
313,140043.078125
314,135979.65625
315,128629.5390625
316,119787.640625
317,165252.203125
318,117939.484375
319,158727.625
320,153325.046875
321,96658.6015625
322,143340.8125
323,114526.265625
324,143034.921875
325,162423.28125
326,152312.296875
327,72295.265625
328,100043.6796875
329,79939.8515625
330,187667.109375
331,160093.90625
332,144412.953125
333,153603.671875
334,130912.59375
335,132755.515625
336,130086.40625
337,147544.046875
338,121781.4765625
339,130814.625
340,139330.0
341,147274.703125
342,154045.296875
343,140165.625
344,144121.5625
345,124308.0703125
346,150676.90625
347,135180.65625
348,142030.65625
349,160201.734375
350,107460.4921875
351,111539.0625
352,116800.546875
353,102347.65625
354,51433.58984375
355,105682.7265625
356,138282.484375
357,151482.140625
358,134897.953125
359,60278.93359375
360,120636.84375
361,150438.65625
362,57915.72265625
363,148335.09375
364,133167.375
365,101831.5234375
366,107149.28125
367,138705.703125
368,113097.96875
369,153914.53125
370,157411.015625
371,72066.9296875
372,147485.0625
373,133009.28125
374,175492.890625
375,130899.5
376,101434.265625
377,132780.140625
378,105198.0390625
379,165501.328125
380,124802.2421875
381,100496.453125
382,148546.3125
383,137872.921875
384,145398.921875
385,159821.421875
386,139767.859375
387,66380.0546875
388,123235.75
389,122616.7890625
390,144575.90625
391,151367.84375
392,127833.7421875
393,182655.796875
394,135888.125
395,211249.203125
396,158718.015625
397,146470.078125
398,112917.6875
399,155730.40625
400,121380.0625
401,322835.9375
402,322131.78125
403,324407.0
404,351531.0
405,339699.59375
406,232733.1875
407,297895.28125
408,196848.25
409,229847.5625
410,261791.140625
411,165792.65625
412,255390.0625
413,137846.421875
414,198046.375
415,196331.515625
416,218015.875
417,187627.78125
418,136374.96875
419,140007.9375
420,224848.09375
421,245054.203125
422,192743.390625
423,209880.453125
424,255040.421875
425,298230.34375
426,223478.953125
427,264769.84375
428,174377.796875
429,123321.6171875
430,138080.625
431,90620.7421875
432,131699.421875
433,137530.484375
434,137361.5625
435,132910.921875
436,111599.5234375
437,118662.671875
438,162656.859375
439,167789.84375
440,185626.421875
441,154588.75
442,227845.359375
443,182371.8125
444,205333.5625
445,174725.84375
446,199628.4375
447,120441.40625
448,140574.1875
449,113156.6953125
450,207596.78125
451,304204.90625
452,161650.265625
453,64264.91015625
454,319927.5
455,75840.1875
456,258116.765625
457,140955.15625
458,163602.765625
459,135887.5
460,382883.125
461,329762.21875
462,213830.15625
463,205893.875
464,212579.953125
465,377197.71875
466,139540.65625
467,161925.953125
468,134338.40625
469,136923.796875
470,146970.765625
471,138325.21875
472,193161.796875
473,179844.53125
474,173661.546875
475,181132.53125
476,176518.71875
477,184707.4375
478,244800.828125
479,193008.5625
480,170619.4375
481,190604.34375
482,196068.96875
483,345869.875
484,396570.0
485,145672.734375
486,312606.8125
487,205036.546875
488,230430.859375
489,186490.28125
490,265443.0625
491,231897.125
492,167279.90625
493,188506.828125
494,134758.453125
495,319772.84375
496,150997.625
497,316865.34375
498,135031.84375
499,117350.6171875
500,116858.6328125
501,100017.4921875
502,103719.8359375
503,98913.8828125
504,154237.828125
505,149741.25
506,284772.90625
507,474584.09375
508,372342.25
509,463145.625
510,468615.90625
511,385530.625
512,274913.71875
513,326722.0625
514,489747.5625
515,269406.46875
516,313884.78125
517,381612.53125
518,332096.46875
519,195016.015625
520,342015.5625
521,220351.0625
522,211030.515625
523,169287.765625
524,223162.390625
525,218719.765625
526,182051.59375
527,174928.8125
528,193675.96875
529,221777.796875
530,229665.3125
531,205154.234375
532,173089.078125
533,230556.578125
534,181851.265625
535,232283.390625
536,318642.875
537,316114.125
538,248792.734375
539,326246.4375
540,255685.078125
541,240674.375
542,251463.890625
543,267496.28125
544,243070.0625
545,229153.453125
546,240934.40625
547,228793.671875
548,189391.265625
549,197737.5
550,142769.578125
551,173672.359375
552,185974.09375
553,182837.71875
554,213208.5625
555,186852.59375
556,205484.03125
557,126652.96875
558,131241.53125
559,109091.484375
560,112952.34375
561,187421.421875
562,138050.484375
563,256613.75
564,336002.46875
565,168317.921875
566,149878.9375
567,151945.03125
568,166151.09375
569,250204.46875
570,237293.34375
571,257724.296875
572,257363.40625
573,160990.03125
574,208382.140625
575,185263.0
576,190668.96875
577,252513.453125
578,236128.984375
579,320292.09375
580,283572.5
581,219491.875
582,175862.75
583,170839.578125
584,212180.4375
585,157043.359375
586,130151.671875
587,142254.890625
588,142173.8125
589,181226.296875
590,114456.1640625
591,129425.3125
592,147799.21875
593,98141.9296875
594,169236.140625
595,150987.15625
596,121044.890625
597,238301.46875
598,139240.59375
599,169472.484375
600,195555.734375
601,126939.15625
602,120593.5234375
603,158142.71875
604,129649.5546875
605,175675.65625
606,114930.53125
607,142808.0
608,85087.296875
609,120825.6171875
610,105743.15625
611,114523.171875
612,148852.71875
613,208973.140625
614,155672.109375
615,119430.015625
616,168890.0625
617,132536.46875
618,148756.15625
619,124119.7890625
620,121186.5390625
621,130174.078125
622,149319.203125
623,117350.6015625
624,118378.1328125
625,114385.703125
626,121532.734375
627,108286.515625
628,76539.515625
629,142858.25
630,129768.1640625
631,129706.9140625
632,116522.921875
633,134412.046875
634,153813.1875
635,77864.0546875
636,97958.6171875
637,135824.28125
638,49002.05859375
639,91344.4453125
640,140814.125
641,125451.421875
642,115134.4140625
643,122877.609375
644,139349.59375
645,87283.046875
646,206797.4375
647,101952.421875
648,111389.2109375
649,129843.28125
650,142778.4375
651,145852.703125
652,122074.28125
653,110681.359375
654,153019.5
655,120685.7578125
656,157532.3125
657,117778.0703125
658,101099.25
659,121549.4453125
660,105905.09375
661,123791.203125
662,97445.859375
663,184480.984375
664,133885.921875
665,170886.046875
666,154635.359375
667,134323.796875
668,115133.40625
669,137572.65625
670,174782.46875
671,120232.8515625
672,134296.28125
673,122871.3359375
674,93755.671875
675,81592.0078125
676,107541.9453125
677,133926.90625
678,158130.625
679,139457.84375
680,144846.546875
681,130492.3515625
682,137899.25
683,139917.359375
684,137414.515625
685,178740.390625
686,127630.4921875
687,129114.171875
688,143505.375
689,223509.8125
690,127489.0859375
691,173660.515625
692,165605.359375
693,99853.8984375
694,148743.125
695,317889.75
696,227968.84375
697,243857.015625
698,198406.3125
699,173426.25
700,238976.875
701,388468.03125
702,356505.40625
703,224206.046875
704,192923.1875
705,140298.046875
706,215350.859375
707,205046.203125
708,197447.09375
709,219619.625
710,146965.296875
711,129957.5625
712,172599.234375
713,218731.84375
714,298172.9375
715,306667.90625
716,213953.46875
717,195941.90625
718,144311.078125
719,205314.5
720,186642.78125
721,224212.4375
722,183118.125
723,120993.5625
724,111632.328125
725,141799.984375
726,155390.625
727,174583.9375
728,132299.203125
729,79391.0625
730,83806.5234375
731,99178.3046875
732,121900.0546875
733,109039.71875
734,121599.203125
735,94392.1015625
736,114152.8828125
737,182694.90625
738,164795.390625
739,176453.21875
740,160340.5
741,219779.734375
742,155888.9375
743,170214.125
744,136732.71875
745,156725.75
746,231522.109375
747,246154.078125
748,211859.875
749,125959.5546875
750,120836.15625
751,128020.8046875
752,114630.09375
753,121116.3046875
754,116012.25
755,142983.421875
756,78782.4765625
757,83858.7734375
758,76811.9453125
759,86437.96875
760,319051.53125
761,276249.0625
762,285291.25
763,211325.40625
764,118728.921875
765,179698.8125
766,197014.84375
767,258391.921875
768,248138.0
769,145361.25
770,222626.125
771,165031.671875
772,168431.984375
773,243331.859375
774,229804.796875
775,264070.5
776,314205.1875
777,199942.671875
778,107201.484375
779,155027.6875
780,167315.40625
781,124952.0
782,130692.1484375
783,106333.3828125
784,96777.265625
785,151734.375
786,107507.6171875
787,130246.265625
788,121806.46875
789,131532.25
790,117568.734375
791,167035.921875
792,159071.96875
793,174886.0625
794,169725.15625
795,178922.21875
796,216461.90625
797,166114.8125
798,172806.78125
799,176511.9375
800,196212.84375
801,204243.46875
802,344675.5
803,446048.96875
804,170052.296875
805,297685.46875
806,407182.78125
807,365674.9375
808,144081.984375
809,190311.234375
810,209043.90625
811,196085.71875
812,164035.6875
813,159068.171875
814,154380.15625
815,204929.375
816,177166.765625
817,149185.421875
818,147635.421875
819,129375.8515625
820,169569.90625
821,176310.734375
822,106547.6875
823,117969.84375
824,162937.96875
825,132338.703125
826,345492.78125
827,284832.71875
828,393614.0625
829,457949.25
830,320313.03125
831,421239.25
832,463235.84375
833,455201.4375
834,470440.25
835,270702.65625
836,306068.15625
837,300728.28125
838,422447.53125
839,346568.5
840,266500.5
841,246771.578125
842,236655.578125
843,234334.828125
844,169978.78125
845,173755.859375
846,179853.21875
847,218457.515625
848,261005.703125
849,224954.96875
850,211076.75
851,180835.359375
852,169973.203125
853,189573.5
854,178031.09375
855,171062.0
856,176246.875
857,187112.703125
858,175820.0625
859,181037.828125
860,230854.828125
861,169739.171875
862,196955.515625
863,168415.640625
864,202392.46875
865,164540.046875
866,214005.125
867,231275.359375
868,173990.0
869,170585.015625
870,352253.25
871,412367.8125
872,312797.15625
873,259269.296875
874,248727.125
875,333919.1875
876,202610.28125
877,275796.3125
878,194257.75
879,391930.53125
880,209395.375
881,236298.84375
882,231447.78125
883,232720.28125
884,227144.765625
885,227854.15625
886,195753.3125
887,231884.171875
888,185770.71875
889,272290.875
890,249472.828125
891,258923.46875
892,241110.890625
893,122441.25
894,145873.015625
895,153502.859375
896,191857.0625
897,194666.734375
898,138399.125
899,114028.796875
900,149878.53125
901,248514.125
902,157189.65625
903,180393.25
904,211676.8125
905,197398.3125
906,221574.03125
907,212981.453125
908,221098.1875
909,164698.125
910,170051.359375
911,193696.453125
912,274283.09375
913,324917.875
914,263499.40625
915,255659.46875
916,355647.6875
917,140829.015625
918,201353.59375
919,140145.875
920,154904.4375
921,193145.90625
922,197416.46875
923,247236.203125
924,157605.828125
925,137702.203125
926,141263.09375
927,95809.484375
928,132291.015625
929,153645.234375
930,162131.34375
931,111842.40625
932,188800.84375
933,160883.5625
934,205683.265625
935,139655.703125
936,223894.8125
937,157404.390625
938,76205.7109375
939,65424.578125
940,103513.3671875
941,137418.6875
942,144168.046875
943,145572.6875
944,152046.296875
945,146457.28125
946,124138.640625
947,160425.15625
948,125642.578125
949,173987.5
950,113521.2421875
951,157469.484375
952,133385.203125
953,141735.734375
954,137800.609375
955,133698.234375
956,142572.265625
957,131537.8125
958,130930.8671875
959,128571.9375
960,152326.59375
961,113029.34375
962,134399.28125
963,168579.03125
964,195637.28125
965,130939.546875
966,135996.65625
967,179001.3125
968,102317.46875
969,135467.03125
970,100972.7578125
971,162719.5625
972,156975.953125
973,149672.28125
974,145889.59375
975,124990.46875
976,106408.40625
977,136783.078125
978,125774.515625
979,124650.90625
980,96555.1875
981,99431.546875
982,131496.9375
983,150691.921875
984,89156.0078125
985,137160.125
986,173365.1875
987,135474.875
988,123939.234375
989,159838.4375
990,119406.71875
991,195380.46875
992,95823.6328125
993,132120.875
994,131414.109375
995,126815.28125
996,135867.984375
997,127042.7109375
998,108050.4921875
999,161018.28125
1000,113859.015625
1001,144028.265625
1002,134829.140625
1003,167473.734375
1004,155102.703125
1005,124628.8828125
1006,138194.890625
1007,84073.5078125
1008,85744.609375
1009,178048.34375
1010,212459.03125
1011,164167.890625
1012,103279.140625
1013,95208.296875
1014,224464.21875
1015,122525.9765625
1016,124470.2890625
1017,167010.828125
1018,120304.2109375
1019,165725.125
1020,126903.7265625
1021,138549.109375
1022,117492.625
1023,134907.96875
1024,120063.203125
1025,148950.84375
1026,186996.421875
1027,173572.65625
1028,147268.15625
1029,149348.703125
1030,88860.2421875
1031,162498.9375
1032,158134.21875
1033,145120.15625
1034,87738.0703125
1035,229477.78125
1036,155270.40625
1037,114086.78125
1038,98050.6875
1039,126319.1015625
1040,142899.625
1041,138828.296875
1042,108972.5234375
1043,177777.578125
1044,230081.90625
1045,247583.828125
1046,303571.09375
1047,246652.0625
1048,220445.125
1049,222283.265625
1050,178036.890625
1051,219795.0
1052,216967.359375
1053,244330.484375
1054,147211.203125
1055,161076.46875
1056,133060.546875
1057,144234.3125
1058,226426.15625
1059,215335.890625
1060,182152.796875
1061,218454.359375
1062,106071.2421875
1063,134748.265625
1064,136065.140625
1065,144143.625
1066,124043.234375
1067,126186.6953125
1068,141018.5
1069,117567.9921875
1070,252628.40625
1071,229639.71875
1072,201103.328125
1073,232508.34375
1074,305549.75
1075,238369.109375
1076,231412.25
1077,176413.0
1078,179347.140625
1079,167662.0
1080,171627.578125
1081,156015.28125
1082,120348.0
1083,137316.453125
1084,149257.671875
1085,138219.390625
1086,149159.65625
1087,169853.6875
1088,164656.015625
1089,347963.40625
1090,132698.25
1091,131058.921875
1092,62545.71875
1093,111723.6875
1094,129453.53125
1095,116692.1328125
1096,102215.484375
1097,178829.28125
1098,148432.96875
1099,153870.5
1100,150103.21875
1101,152767.609375
1102,172538.140625
1103,201440.875
1104,147788.453125
1105,172049.125
1106,153855.28125
1107,216819.21875
1108,214922.671875
1109,130093.609375
1110,182453.140625
1111,165711.90625
1112,191293.890625
1113,260796.796875
1114,148576.265625
1115,138383.8125
1116,164214.796875
1117,81093.5078125
1118,64658.25
1119,130332.75
1120,118901.9296875
1121,120804.65625
1122,290449.96875
1123,160534.9375
1124,184827.390625
1125,204561.015625
1126,194307.953125
1127,177951.265625
1128,152949.5625
1129,221095.296875
1130,214441.265625
1131,202137.46875
1132,234358.84375
1133,172209.625
1134,197348.359375
1135,289536.5
1136,200839.265625
1137,263873.65625
1138,301598.59375
1139,178781.46875
1140,147679.0
1141,74523.03125
1142,99938.21875
1143,84099.765625
1144,57960.61328125
1145,148798.46875
1146,180961.0
1147,185037.578125
1148,159278.765625
1149,110748.5703125
1150,136535.359375
1151,140338.890625
1152,128322.9921875
1153,121452.6171875
1154,155885.3125
1155,148858.3125
1156,159613.3125
1157,196662.796875
1158,199674.671875
1159,174435.28125
1160,180102.34375
1161,185047.890625
1162,250984.703125
1163,284859.9375
1164,335961.75
1165,177531.921875
1166,181082.484375
1167,472714.3125
1168,544244.5625
1169,365674.53125
1170,421518.28125
1171,454481.0625
1172,317168.0
1173,384061.625
1174,153899.421875
1175,185787.453125
1176,201406.6875
1177,251327.625
1178,193914.921875
1179,155738.625
1180,119401.6796875
1181,211737.828125
1182,102135.40625
1183,120356.984375
1184,104117.2578125
1185,99205.3203125
1186,90869.6640625
1187,142102.59375
1188,156651.28125
1189,143454.1875
1190,151316.109375
1191,425600.125
1192,247054.3125
1193,262406.375
1194,376929.96875
1195,317746.34375
1196,320476.0625
1197,285239.0
1198,294906.09375
1199,318259.59375
1200,357834.6875
1201,358105.125
1202,274281.625
1203,264609.3125
1204,367962.6875
1205,264813.0625
1206,163883.890625
1207,178426.546875
1208,165010.359375
1209,286800.21875
1210,179735.796875
1211,181186.484375
1212,217574.03125
1213,204453.953125
1214,181169.484375
1215,176420.09375
1216,192488.65625
1217,268872.53125
1218,288958.6875
1219,271226.03125
1220,454237.9375
1221,376818.375
1222,501882.21875
1223,321593.1875
1224,367427.21875
1225,268565.65625
1226,346933.8125
1227,222886.46875
1228,221133.71875
1229,496512.5
1230,186837.875
1231,125634.5078125
1232,181916.578125
1233,133480.21875
1234,186313.59375
1235,174849.46875
1236,190724.234375
1237,197791.796875
1238,181931.546875
1239,153882.109375
1240,152455.3125
1241,116647.9453125
1242,131592.984375
1243,152340.375
1244,116085.5859375
1245,124003.0859375
1246,135810.609375
1247,137935.96875
1248,102487.7265625
1249,118303.875
1250,265767.90625
1251,382653.6875
1252,168414.625
1253,147605.234375
1254,165997.421875
1255,144086.703125
1256,199690.890625
1257,223915.1875
1258,165688.03125
1259,196799.984375
1260,141227.0
1261,157759.90625
1262,148968.234375
1263,128259.875
1264,139414.484375
1265,158551.5
1266,171992.546875
1267,179036.734375
1268,152228.40625
1269,142775.671875
1270,139679.890625
1271,134376.875
1272,157408.65625
1273,148881.796875
1274,125537.15625
1275,132208.03125
1276,128184.9140625
1277,138377.125
1278,162223.09375
1279,133584.671875
1280,145849.8125
1281,145877.40625
1282,138587.5625
1283,157005.015625
1284,137454.234375
1285,134516.453125
1286,147106.84375
1287,116904.8046875
1288,127848.6953125
1289,152210.828125
1290,138416.625
1291,207873.09375
1292,142291.953125
1293,233614.6875
1294,135451.921875
1295,117257.3046875
1296,83054.953125
1297,106484.546875
1298,173854.109375
1299,130637.421875
1300,148885.25
1301,137626.578125
1302,205476.03125
1303,150754.625
1304,295249.875
1305,160638.671875
1306,101475.828125
1307,143822.015625
1308,128671.8359375
1309,150608.71875
1310,117691.6484375
1311,127416.0234375
1312,177897.71875
1313,142107.015625
1314,123786.640625
1315,154146.5625
1316,156574.25
1317,123889.5703125
1318,151881.59375
1319,101720.75
1320,97079.4140625
1321,87117.8203125
1322,108504.6328125
1323,111348.5
1324,140461.859375
1325,74864.1875
1326,117426.84375
1327,77382.0
1328,188463.328125
1329,106912.8515625
1330,106638.203125
1331,79065.5234375
1332,172309.21875
1333,117954.2109375
1334,118744.015625
1335,110558.2421875
1336,206395.578125
1337,118437.25
1338,126724.609375
1339,65522.91796875
1340,115830.46875
1341,139883.25
1342,165704.125
1343,147903.15625
1344,113344.7109375
1345,72559.40625
1346,146060.40625
1347,175185.421875
1348,148478.0
1349,123226.46875
1350,150996.390625
1351,165933.328125
1352,181425.546875
1353,164630.734375
1354,114732.6015625
1355,225025.453125
1356,151077.34375
1357,124384.234375
1358,172975.015625
1359,141303.71875
1360,112192.8125
1361,210161.4375
1362,325312.65625
1363,195812.609375
1364,173295.46875
1365,136472.859375
1366,140859.1875
1367,207922.359375
1368,185748.375
1369,225655.515625
1370,159984.453125
1371,245846.21875
1372,283438.71875
1373,212142.6875
1374,221242.125
1375,196259.171875
1376,152408.84375
1377,133101.421875
1378,178071.296875
1379,185432.9375
1380,202136.625
1381,222414.34375
1382,158397.703125
1383,145306.34375
1384,116946.265625
1385,209269.484375
1386,199332.703125
1387,193250.6875
1388,193690.5625
1389,264172.0625
1390,226687.578125
1391,225883.0625
1392,244635.5625
1393,132893.734375
1394,206693.28125
1395,202090.109375
1396,179756.03125
1397,197846.921875
1398,144016.84375
1399,120757.296875
1400,119704.984375
1401,204393.359375
1402,137800.296875
1403,224602.546875
1404,123136.25
1405,136809.6875
1406,103146.46875
1407,121421.4921875
1408,115164.140625
1409,126388.3203125
1410,102549.7265625
1411,49934.2890625
1412,109414.984375
1413,142368.78125
1414,116228.5546875
1415,188451.171875
1416,126706.828125
1417,172587.96875
1418,135392.5
1419,108651.1171875
1420,167971.1875
1421,163311.484375
1422,210933.6875
1423,204948.765625
1424,187554.328125
1425,222009.9375
1426,100393.3125
1427,143217.0
1428,49823.6796875
1429,94157.203125
1430,135871.921875
1431,47602.10546875
1432,83915.8984375
1433,68299.34375
1434,320549.71875
1435,287208.09375
1436,191803.40625
1437,150525.234375
1438,229112.375
1439,152952.859375
1440,209705.390625
1441,192814.515625
1442,337589.125
1443,351211.8125
1444,106393.140625
1445,199099.375
1446,110968.96875
1447,134537.765625
1448,127417.609375
1449,81915.734375
1450,72929.7734375
1451,139191.59375
1452,81592.7578125
1453,70820.5
1454,77639.515625
1455,76291.1640625
1456,163967.078125
1457,114401.078125
1458,226582.453125
