,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,YrBuilt_Sold
10,3.044522437723423,RL,4.2626798770413155,9.32375833901174,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1.791759469228055,1.791759469228055,7.583756300707112,7.583756300707112,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,Rec,6.810142450115136,Unf,0.0,4.90527477843843,6.947937068614969,GasA,5,Y,SBrkr,6.947937068614969,0.0,0.0,6.947937068614969,0.6931471805599453,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,3,1.791759469228055,Typ,0.0,0,Detchd,7.583756300707112,Unf,0.6931471805599453,5.953243334287785,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0986122886681098,7.605392364814935,WD,Normal,0.02163606410782304
11,4.110873864173311,RL,4.454347296253507,9.386392315756542,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2.302585092994046,1.791759469228055,7.603897968521881,7.604396348796338,Hip,CompShg,WdShing,Wd Shng,Stone,5.659482215759621,5,3,PConc,5,3,No,GLQ,6.906754778648554,Unf,0.0,5.181783550292085,7.069874128458572,GasA,5,Y,SBrkr,7.075808863978387,7.04141166379481,0.0,7.751475318021456,0.6931471805599453,0.0,1.3862943611198906,0.0,1.6094379124341003,0.6931471805599453,5,2.4849066497880004,Typ,1.0986122886681098,4,BuiltIn,7.603897968521881,Fin,1.3862943611198906,6.602587892189336,3,3,Y,4.997212273764115,3.091042453358316,0.0,0.0,0.0,0.0,,,,0.0,2.0794415416798357,7.604396348796338,New,Partial,0.0004983802744567001
12,3.044522437723423,RL,4.2528542323239575,9.470317173335742,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1.791759469228055,1.9459101490553132,7.5822291942764615,7.5822291942764615,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,No,ALQ,6.6039438246004725,Unf,0.0,5.170483995038151,6.816735880594968,GasA,3,Y,SBrkr,6.816735880594968,0.0,0.0,6.816735880594968,0.6931471805599453,0.0,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,3,1.6094379124341003,Typ,0.0,0,Detchd,7.5822291942764615,Unf,0.6931471805599453,5.8664680569332965,3,3,Y,4.948759890378168,0.0,0.0,0.0,5.176149732573829,0.0,,,,0.0,2.302585092994046,7.605392364814935,WD,Normal,0.023163170538473388
13,3.044522437723423,RL,4.5217885770490405,9.273596821611198,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2.0794415416798357,1.791759469228055,7.604396348796338,7.60489448081162,Gable,CompShg,VinylSd,VinylSd,Stone,5.726847747587197,4,3,PConc,4,3,Av,Unf,0.0,Unf,0.0,7.3098814858247865,7.3098814858247865,GasA,5,Y,SBrkr,7.3098814858247865,0.0,0.0,7.3098814858247865,0.0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,4,2.0794415416798357,Typ,0.6931471805599453,4,Attchd,7.604396348796338,RFn,1.3862943611198906,6.734591659972948,3,3,Y,5.081404364984463,3.5263605246161616,0.0,0.0,0.0,0.0,,,,0.0,2.1972245773362196,7.60489448081162,New,Partial,0.0004981320152817048
14,3.044522437723423,RL,4.2528542323239575,9.298442820197728,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.9459101490553132,1.791759469228055,7.581209826196346,7.581209826196346,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.3612921657094255,3,3,CBlock,3,3,No,BLQ,6.598509028614515,Unf,0.0,6.255750041753367,7.134093721192866,GasA,3,Y,SBrkr,7.134093721192866,0.0,0.0,7.134093721192866,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,3,1.791759469228055,Typ,0.6931471805599453,2,Attchd,7.581209826196346,RFn,0.6931471805599453,5.8664680569332965,3,3,Y,0.0,5.365976015021851,5.176149732573829,0.0,0.0,0.0,,GdWo,,0.0,1.791759469228055,7.605392364814935,WD,Normal,0.024182538618588545
15,3.828641396489095,RM,3.9512437185814275,8.71948076085107,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,2.0794415416798357,2.1972245773362196,7.5652752818989315,7.601901959875166,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,Unf,0.0,Unf,0.0,6.725033642166843,6.725033642166843,GasA,5,Y,FuseA,6.75110146893676,0.0,0.0,6.75110146893676,0.0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,3,1.791759469228055,Typ,0.0,0,Detchd,7.596894438144544,Unf,1.0986122886681098,6.3578422665081,3,3,Y,3.8918202981106265,4.727387818712341,0.0,0.0,0.0,0.0,,GdPrv,,0.0,2.0794415416798357,7.60489448081162,WD,Normal,0.03961919891268817
16,3.044522437723423,RL,4.2528542323239575,9.32741204356202,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.9459101490553132,2.0794415416798357,7.58629630715272,7.58629630715272,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.198497031265826,3,3,CBlock,3,3,No,ALQ,6.361302477572996,Unf,0.0,6.056784013228625,6.912742820493176,GasA,5,Y,SBrkr,6.912742820493176,0.0,0.0,6.912742820493176,0.6931471805599453,0.0,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,3,1.791759469228055,Typ,0.6931471805599453,3,Attchd,7.58629630715272,Fin,1.0986122886681098,6.175867270105761,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,Shed,6.55250788703459,1.3862943611198906,7.606387389772652,WD,Normal,0.020091082619932088
17,4.51085950651685,RL,4.290459441148391,9.286560397887591,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,1.6094379124341003,1.791759469228055,7.584773077612199,7.584773077612199,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Slab,0,0,,,0.0,,0.0,0.0,0.0,GasA,3,Y,SBrkr,7.167809184316444,0.0,0.0,7.167809184316444,0.0,0.0,1.0986122886681098,0.0,1.0986122886681098,1.0986122886681098,3,1.9459101490553132,Typ,0.0,0,CarPort,7.584773077612199,Unf,1.0986122886681098,6.248042874508429,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,Shed,6.2166061010848646,2.3978952727983707,7.604396348796338,WD,Normal,0.019623271184139313
18,3.044522437723423,RL,4.204692619390966,9.524859098381523,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,1.791759469228055,1.791759469228055,7.60339933974067,7.60339933974067,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,No,GLQ,6.472346294500901,Unf,0.0,6.150602768446279,7.016609683894219,GasA,5,Y,SBrkr,7.016609683894219,0.0,0.0,7.016609683894219,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,4,1.9459101490553132,Typ,0.0,0,Detchd,7.60339933974067,Unf,1.0986122886681098,6.3578422665081,3,3,Y,0.0,4.634728988229636,0.0,0.0,0.0,0.0,,,,0.0,1.9459101490553132,7.605392364814935,WD,Normal,0.00199302507426502
19,3.044522437723423,RL,4.2626798770413155,8.93075873555827,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.791759469228055,1.9459101490553132,7.580189417944541,7.583756300707112,Hip,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3,3,No,LwQ,6.22455842927536,Unf,0.0,6.26530121273771,6.937314081223682,GasA,3,Y,SBrkr,7.200424892944957,0.0,0.0,7.200424892944957,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,3,1.9459101490553132,Min1,0.0,0,Attchd,7.580189417944541,Unf,0.6931471805599453,5.68697535633982,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,1.791759469228055,7.605890001053122,COD,Abnorml,0.025700583108580588
20,4.110873864173311,RL,4.624972813284271,9.562123369834488,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2.1972245773362196,1.791759469228055,7.603897968521881,7.604396348796338,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.942799375126701,4,3,PConc,5,3,Av,Unf,0.0,Unf,0.0,7.055312843339752,7.055312843339752,GasA,5,Y,SBrkr,7.055312843339752,7.105786129481271,0.0,7.773594467360194,0.0,0.0,1.3862943611198906,0.6931471805599453,1.6094379124341003,0.6931471805599453,4,2.302585092994046,Typ,0.6931471805599453,4,BuiltIn,7.603897968521881,RFn,1.3862943611198906,6.74993119378857,3,3,Y,5.484796933490655,5.043425116919247,0.0,0.0,0.0,0.0,,,,0.0,2.4849066497880004,7.604396348796338,New,Partial,0.0004983802744567001
21,3.828641396489095,RM,4.060443010546419,8.915969311373605,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,2.0794415416798357,2.0794415416798357,7.565793282428515,7.576097340623111,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,No,Unf,0.0,Unf,0.0,6.45833828334479,6.45833828334479,GasA,5,Y,FuseF,7.011213987350367,0.0,0.0,7.011213987350367,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,4,1.9459101490553132,Typ,0.6931471805599453,4,Attchd,7.565793282428515,Unf,0.6931471805599453,5.638354669333745,3,3,N,0.0,0.0,5.327876168789581,0.0,0.0,0.0,,GdPrv,,0.0,1.9459101490553132,7.60489448081162,WD,Normal,0.03910119838310511
22,3.044522437723423,RL,4.330733340286331,9.184304357425342,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2.1972245773362196,1.791759469228055,7.602401335665818,7.602401335665818,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.641907070938114,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,7.48324441607385,7.48324441607385,GasA,5,Y,SBrkr,7.493317248862145,0.0,0.0,7.493317248862145,0.0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,4,2.0794415416798357,Typ,0.6931471805599453,4,Attchd,7.602401335665818,RFn,1.0986122886681098,6.282266746896006,3,3,Y,5.147494476813453,5.075173815233827,0.0,0.0,0.0,0.0,,,,0.0,2.302585092994046,7.605392364814935,WD,Normal,0.002991029149116642
23,4.795790545596741,RM,3.8066624897703196,8.348774539791274,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,1.791759469228055,2.0794415416798357,7.589335823170617,7.589335823170617,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,No,GLQ,6.734591659972948,Unf,0.0,5.303304908059076,6.947937068614969,GasA,3,Y,SBrkr,6.966967138613983,0.0,0.0,6.966967138613983,0.6931471805599453,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,3,1.9459101490553132,Typ,0.6931471805599453,3,Attchd,7.589335823170617,Unf,1.0986122886681098,6.35088571671474,3,3,Y,4.61512051684126,4.709530201312334,0.0,0.0,0.0,0.0,,,,0.0,1.9459101490553132,7.60489448081162,WD,Normal,0.015558657641002505
24,3.044522437723423,RL,4.2528542323239575,9.017604776833355,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1.791759469228055,2.1972245773362196,7.585281078639126,7.601901959875166,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,3,3,Mn,Rec,5.241747015059643,ALQ,6.505784060128229,5.3230099791384085,6.966967138613983,GasA,5,Y,SBrkr,6.966967138613983,0.0,0.0,6.966967138613983,0.6931471805599453,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,4,1.9459101490553132,Typ,0.6931471805599453,3,Attchd,7.585281078639126,Unf,0.6931471805599453,5.602118820879701,3,3,Y,6.008813185442595,4.51085950651685,0.0,0.0,0.0,0.0,,MnPrv,,0.0,1.791759469228055,7.606387389772652,WD,Normal,0.021106311133526567
25,3.044522437723423,RL,4.709530201312334,9.56317796268366,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2.1972245773362196,1.791759469228055,7.60489448081162,7.60489448081162,Gable,CompShg,VinylSd,VinylSd,Stone,6.46302945692067,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,7.356918242356021,7.356918242356021,GasA,5,Y,SBrkr,7.3783837129967145,0.0,0.0,7.3783837129967145,0.0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,4,2.0794415416798357,Typ,0.6931471805599453,4,Attchd,7.60489448081162,RFn,1.3862943611198906,6.792344427470809,3,3,Y,0.0,4.04305126783455,0.0,0.0,0.0,0.0,,,,0.0,2.0794415416798357,7.605890001053122,WD,Normal,0.000995520241501957
26,3.044522437723423,RL,4.110873864173311,8.881975184248867,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.791759469228055,2.0794415416798357,7.5766097669730375,7.601402334583733,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,Mn,BLQ,5.459585514144159,Rec,6.18826412308259,5.198497031265826,6.803505257608338,GasA,3,Y,SBrkr,6.803505257608338,0.0,0.0,6.803505257608338,0.0,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,4,1.791759469228055,Typ,0.0,0,Detchd,7.603897968521881,Unf,1.0986122886681098,6.3578422665081,3,3,Y,5.407171771460119,3.4965075614664802,0.0,0.0,0.0,0.0,,,,0.0,1.791759469228055,7.606387389772652,WD,Normal,0.02977762279961471
27,3.044522437723423,RL,4.59511985013459,9.348274558065496,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2.1972245773362196,1.791759469228055,7.60489448081162,7.605392364814935,Gable,CompShg,VinylSd,VinylSd,Stone,5.303304908059076,4,3,PConc,5,3,No,GLQ,7.105786129481271,Unf,0.0,6.18826412308259,7.4413203897176174,GasA,5,Y,SBrkr,7.4413203897176174,0.0,0.0,7.4413203897176174,0.6931471805599453,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,4,2.0794415416798357,Typ,0.6931471805599453,4,Attchd,7.605392364814935,RFn,1.3862943611198906,6.650279048587422,3,3,Y,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,,,,0.0,1.791759469228055,7.606387389772652,WD,Normal,0.0014929089610324908
28,3.044522437723423,RL,3.871201010907891,9.700269170029188,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.791759469228055,1.9459101490553132,7.579678823090456,7.599901959208498,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,Gd,BLQ,7.15305163493748,Unf,0.0,5.337538079701318,7.3031700512368,GasA,3,Y,SBrkr,7.3783837129967145,0.0,0.0,7.3783837129967145,0.6931471805599453,0.0,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,3,1.9459101490553132,Typ,1.0986122886681098,4,Attchd,7.579678823090456,RFn,0.6931471805599453,5.768320995793772,3,3,Y,5.666426688112432,5.556828061699537,0.0,0.0,0.0,0.0,,,,0.0,2.5649493574615367,7.604396348796338,WD,Normal,0.02471752570588226
29,3.4339872044851463,RM,4.110873864173311,8.752265313595721,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,1.6094379124341003,1.9459101490553132,7.564238475170491,7.576097340623111,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,No,Unf,0.0,Unf,0.0,6.255750041753367,6.255750041753367,GasA,2,N,SBrkr,6.255750041753367,0.0,0.0,6.255750041753367,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,2,1.6094379124341003,Typ,0.0,0,Detchd,7.560601162768557,Unf,0.6931471805599453,5.484796933490655,2,3,Y,3.912023005428146,0.0,4.477336814478207,0.0,0.0,0.0,,,,0.0,1.791759469228055,7.605392364814935,WD,Normal,0.041153889644443886
